Genome,preVC,VC Status,VC,VC Size,Quality,Adjusted P-value,VC Avg Distance,Topology Confidence Score,Genus Confidence Score
MN119376,preVC_1252,Clustered,VC_1252_0,20,1.0,0.0,4.180310923087538,0.0,1.0
MN119377,preVC_331,Clustered,VC_331_45,3,0.008,0.9959863,8.560476558823943,0.0079,1.0
MN119378,preVC_616,Clustered,VC_616_0,20,0.7881,1.0,2.4073986844053334,0.7881,1.0
MN119379,preVC_331,Clustered,VC_331_21,3,0.0123,0.99718596,6.7775033314675595,0.0123,1.0
MN122072,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MN128593,preVC_1007,Clustered,VC_1007_0,10,0.9909,1.0,3.350118396347102,0.9909,1.0
MN128594,preVC_770,Clustered,VC_770_0,26,0.9587,1.0,4.364365367081812,0.9587,1.0
MN131137,preVC_479,Clustered,VC_479_0,4,0.0814,0.99994087,2.4611178626157875,0.0814,1.0
MN131141,preVC_84,Clustered,VC_84_7,29,0.1949,1.0,7.7233753943016605,0.1949,0.9138
MN131142,preVC_84,Clustered,VC_84_7,29,0.1949,1.0,7.7233753943016605,0.1949,0.9138
MN131143,preVC_84,Clustered,VC_84_7,29,0.1949,1.0,7.7233753943016605,0.1949,0.9138
MN136198,preVC_827,Clustered,VC_827_0,36,0.9843,1.0,5.6832571004827255,0.9843,1.0
MN148435,preVC_848,Clustered,VC_848_1,25,0.5467,1.0,6.137765929406707,0.5467,1.0
MN149903,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MN149904,preVC_421,Clustered,VC_421_0,52,0.862,1.0,4.271220309620327,0.862,1.0
MN150686,preVC_191,Clustered,VC_191_0,4,0.0663,0.99989501,6.90656153402331,0.0663,1.0
MN150710,preVC_101,Clustered,VC_101_0,30,0.7332,1.0,1.3306300280246417,0.7332,1.0
MN153503,preVC_914,Clustered/Singleton,VC_914_6,1,0.0,0.0,0,0.0,1.0
MN153797,preVC_626,Clustered,VC_626_0,35,0.8885,1.0,4.058915704629281,0.8885,1.0
MN159079,preVC_479,Clustered,VC_479_0,4,0.0814,0.99994087,2.4611178626157875,0.0814,1.0
MN161573,preVC_33,Clustered,VC_33_0,45,0.5895,1.0,7.126838679162322,0.5895,0.9636
MN163280,preVC_199,Clustered,VC_199_0,15,0.548,1.0,4.423526449357112,0.548,1.0
MN163281,preVC_815,Clustered,VC_815_0,8,0.5386,1.0,6.012658483636675,0.5386,1.0
MN164484,preVC_495,Clustered,VC_495_0,62,0.9067,1.0,3.863311518398125,0.9067,1.0
MN166083,preVC_731,Clustered,VC_731_0,26,0.9364,1.0,6.964985390327161,0.9364,1.0
MN166823,preVC_249,Clustered,VC_249_0,21,0.6297,1.0,7.99341963352286,0.6297,0.7905
MN172529,preVC_770,Clustered,VC_770_0,26,0.9587,1.0,4.364365367081812,0.9587,1.0
MN175603,preVC_1373,Clustered,VC_1373_0,32,0.8482,1.0,4.700681049872067,0.8482,1.0
MN175604,preVC_569,Clustered,VC_569_0,3,0.0786,0.99705891,6.790621228187224,0.0783,1.0
MN175679,preVC_991,Clustered,VC_991_0,4,0.1842,0.99997157,3.600449111537962,0.1842,1.0
MN176217,preVC_662,Clustered,VC_662_0,15,0.7064,1.0,4.283032304925756,0.7064,1.0
MN176219,preVC_109,Clustered,VC_109_0,6,0.826,1.0,6.124810230070926,0.826,1.0
MN176220,,Overlap (VC_106/VC_111),,,,,,,
MN176221,,Overlap (VC_106/VC_111),,,,,,,
MN176222,preVC_108,Clustered,VC_108_0,6,0.7438,1.0,2.5989582115489367,0.7438,1.0
MN176223,preVC_108,Clustered,VC_108_0,6,0.7438,1.0,2.5989582115489367,0.7438,1.0
MN176224,preVC_108,Clustered,VC_108_0,6,0.7438,1.0,2.5989582115489367,0.7438,1.0
MN176225,preVC_108,Clustered,VC_108_0,6,0.7438,1.0,2.5989582115489367,0.7438,1.0
MN176226,preVC_108,Clustered,VC_108_0,6,0.7438,1.0,2.5989582115489367,0.7438,1.0
MN176227,preVC_109,Clustered,VC_109_0,6,0.826,1.0,6.124810230070926,0.826,1.0
MN176228,preVC_109,Clustered,VC_109_0,6,0.826,1.0,6.124810230070926,0.826,1.0
MN176229,preVC_108,Clustered,VC_108_0,6,0.7438,1.0,2.5989582115489367,0.7438,1.0
MN176230,,Overlap (VC_106/VC_111),,,,,,,
MN176231,,Overlap (VC_106/VC_111),,,,,,,
MN176232,,Overlap (VC_106/VC_111),,,,,,,
MN176572,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MN176573,preVC_118,Clustered,VC_118_0,94,0.883,1.0,5.8691468234901745,0.883,1.0
MN176574,preVC_855,Clustered,VC_855_0,130,0.9544,1.0,7.017708210056908,0.9544,1.0
MN180248,preVC_25,Clustered,VC_25_0,11,0.5256,1.0,5.517071790265978,0.5256,1.0
MN180249,preVC_25,Clustered,VC_25_0,11,0.5256,1.0,5.517071790265978,0.5256,1.0
MN180250,preVC_25,Clustered,VC_25_0,11,0.5256,1.0,5.517071790265978,0.5256,1.0
MN180251,preVC_25,Clustered,VC_25_0,11,0.5256,1.0,5.517071790265978,0.5256,1.0
MN180252,preVC_25,Clustered,VC_25_0,11,0.5256,1.0,5.517071790265978,0.5256,1.0
MN180253,,Outlier,,,,,,,
MN183279,preVC_1095,Clustered,VC_1095_0,24,0.82,1.0,4.388306781599148,0.82,1.0
MN183280,preVC_610,Clustered/Singleton,VC_610_63,1,0.0,0.0,0,0.0,1.0
MN183281,preVC_1259,Clustered,VC_1259_0,44,1.0,0.0,5.723338491709047,0.0,1.0
MN183282,preVC_1065,Clustered,VC_1065_0,2,0.0561,0.91248796,1.0,0.0512,1.0
MN183283,preVC_1095,Clustered,VC_1095_0,24,0.82,1.0,4.388306781599148,0.82,1.0
MN183284,preVC_1206,Clustered,VC_1206_0,21,0.7066,1.0,5.325270657534334,0.7066,1.0
MN183285,preVC_610,Clustered/Singleton,VC_610_21,1,0.0,0.0,0,0.0,1.0
MN183286,preVC_597,Clustered,VC_597_7,16,0.2517,0.99999026,7.460468337778718,0.2517,0.9417
MN184885,preVC_430,Clustered,VC_430_0,5,0.1076,0.99999995,1.671013726773579,0.1076,1.0
MN184886,,Outlier,,,,,,,
MN184887,preVC_632,Clustered,VC_632_0,4,0.0508,0.99986375,5.521247420369452,0.0508,1.0
MN187550,preVC_517,Clustered,VC_517_0,19,0.8075,1.0,5.582730978151907,0.8075,1.0
MN187969,preVC_198,Clustered,VC_198_17,13,0.0718,1.0,7.289114445130135,0.0718,0.9231
MN191861,preVC_76,Clustered,VC_76_0,18,0.4877,1.0,6.107324192329486,0.4877,1.0
MN197465,preVC_198,Clustered/Singleton,VC_198_6,1,0.0,0.0,0,0.0,1.0
MN200777,preVC_29,Clustered,VC_29_0,2,0.5684,0.84695812,0.0,0.4814,1.0
MN200778,preVC_29,Clustered,VC_29_0,2,0.5684,0.84695812,0.0,0.4814,1.0
MN204492,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MN204493,preVC_945,Clustered,VC_945_0,2,0.1877,0.91124367,2.8284271247461903,0.1711,1.0
MN204494,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MN204495,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MN204496,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MN204497,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MN204498,,Overlap (VC_1010/VC_1011),,,,,,,
MN204499,preVC_1096,Clustered,VC_1096_0,19,0.8917,1.0,3.0465593183190767,0.8917,1.0
MN204500,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MN204501,preVC_834,Clustered,VC_834_0,30,0.9746,1.0,5.626742697458209,0.9746,0.9931
MN204502,,Overlap (VC_596/VC_597),,,,,,,
MN204503,preVC_1096,Clustered,VC_1096_0,19,0.8917,1.0,3.0465593183190767,0.8917,1.0
MN204504,preVC_837,Clustered,VC_837_0,31,0.8222,1.0,5.48023649792813,0.8222,0.8946
MN212906,preVC_732,Clustered,VC_732_0,72,0.9323,1.0,4.546585647638638,0.9323,1.0
MN215888,preVC_913,Clustered,VC_913_0,20,0.9919,1.0,3.4716826136312062,0.9919,1.0
MN218190,preVC_198,Clustered,VC_198_17,13,0.0718,1.0,7.289114445130135,0.0718,0.9231
MN218191,preVC_198,Clustered,VC_198_17,13,0.0718,1.0,7.289114445130135,0.0718,0.9231
MN218775,preVC_490,Clustered,VC_490_0,86,0.9879,1.0,6.045627244448912,0.9879,1.0
MN224564,preVC_1377,Clustered,VC_1377_0,10,1.0,0.0,3.554035616244553,0.0,1.0
MN224565,preVC_1377,Clustered,VC_1377_0,10,1.0,0.0,3.554035616244553,0.0,1.0
MN224566,,Outlier,,,,,,,
MN227145,preVC_334,Clustered,VC_334_3,11,0.058,1.0,8.321363661966606,0.058,0.6727
MN228696,preVC_818,Clustered,VC_818_0,3,0.0669,0.99707401,5.844328943744102,0.0667,1.0
MN234161,preVC_978,Clustered,VC_978_0,41,0.9461,1.0,6.928177666717994,0.9461,0.9976
MN234162,preVC_623,Clustered,VC_623_0,16,0.6965,1.0,4.0896406596841155,0.6965,1.0
MN234163,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MN234164,preVC_890,Clustered,VC_890_0,11,0.9746,1.0,2.0677520834287946,0.9746,1.0
MN234165,preVC_246,Clustered,VC_246_1,4,0.0293,0.99997172,5.503259963581523,0.0293,1.0
MN234166,preVC_906,Clustered,VC_906_0,9,0.278,1.0,2.6743664362123565,0.278,1.0
MN234167,preVC_230,Clustered,VC_230_0,32,0.8457,1.0,5.824376535695499,0.8457,0.996
MN234168,preVC_1196,Clustered,VC_1196_0,25,0.7343,1.0,5.4290096680777795,0.7343,1.0
MN234169,preVC_222,Clustered,VC_222_1,19,0.436,1.0,3.8812387499516285,0.436,1.0
MN234170,,Outlier,,,,,,,
MN234171,preVC_606,Clustered,VC_606_0,24,0.549,1.0,3.600502884628921,0.549,1.0
MN234172,,Outlier,,,,,,,
MN234173,,Overlap (VC_1197/VC_1198),,,,,,,
MN234174,preVC_246,Clustered,VC_246_1,4,0.0293,0.99997172,5.503259963581523,0.0293,1.0
MN234175,,Overlap (VC_1197/VC_1198),,,,,,,
MN234176,preVC_242,Clustered,VC_242_3,11,0.1476,1.0,6.229049384260063,0.1476,0.9818
MN234177,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MN234178,,Outlier,,,,,,,
MN234179,preVC_978,Clustered,VC_978_0,41,0.9461,1.0,6.928177666717994,0.9461,0.9976
MN234180,,Overlap (VC_1197/VC_1198),,,,,,,
MN234181,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MN234182,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
MN234183,preVC_794,Clustered,VC_794_0,9,0.0885,1.0,5.534085090715931,0.0885,1.0
MN234184,,Outlier,,,,,,,
MN234185,preVC_794,Clustered,VC_794_0,9,0.0885,1.0,5.534085090715931,0.0885,1.0
MN234186,,Overlap (VC_1197/VC_1198),,,,,,,
MN234187,preVC_919,Clustered,VC_919_1,3,0.0299,0.99696539,6.507598381393713,0.0298,1.0
MN234188,,Outlier,,,,,,,
MN234189,,Overlap (VC_1010/VC_1011/VC_1012),,,,,,,
MN234190,preVC_623,Clustered,VC_623_0,16,0.6965,1.0,4.0896406596841155,0.6965,1.0
MN234191,,Outlier,,,,,,,
MN234192,preVC_1008,Clustered,VC_1008_1,27,0.741,1.0,6.135493010251114,0.741,1.0
MN234193,preVC_610,Clustered,VC_610_40,4,0.0096,0.80254961,6.762795952456376,0.0077,1.0
MN234194,preVC_1196,Clustered,VC_1196_0,25,0.7343,1.0,5.4290096680777795,0.7343,1.0
MN234195,preVC_566,Clustered,VC_566_0,6,0.1321,1.0,6.184390811242484,0.1321,1.0
MN234196,preVC_555,Clustered,VC_555_0,14,0.5543,1.0,6.910155543323226,0.5543,1.0
MN234197,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
MN234198,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
MN234199,preVC_242,Clustered,VC_242_1,13,0.1795,1.0,6.83815243294144,0.1795,0.9103
MN234200,preVC_230,Clustered,VC_230_0,32,0.8457,1.0,5.824376535695499,0.8457,0.996
MN234201,preVC_246,Clustered,VC_246_1,4,0.0293,0.99997172,5.503259963581523,0.0293,1.0
MN234202,,Overlap (VC_1197/VC_1198),,,,,,,
MN234203,preVC_223,Clustered,VC_223_6,42,0.4784,1.0,7.230892477637515,0.4784,0.813
MN234204,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MN234205,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
MN234206,preVC_1128,Clustered,VC_1128_0,2,0.258,0.89508446,3.0,0.231,1.0
MN234207,preVC_623,Clustered,VC_623_0,16,0.6965,1.0,4.0896406596841155,0.6965,1.0
MN234208,preVC_1008,Clustered,VC_1008_1,27,0.741,1.0,6.135493010251114,0.741,1.0
MN234209,preVC_230,Clustered,VC_230_0,32,0.8457,1.0,5.824376535695499,0.8457,0.996
MN234210,,Overlap (VC_1197/VC_1198),,,,,,,
MN234211,preVC_1128,Clustered,VC_1128_0,2,0.258,0.89508446,3.0,0.231,1.0
MN234212,preVC_331,Clustered,VC_331_48,2,0.0036,0.89682951,8.660254037844387,0.0032,1.0
MN234213,preVC_974,Clustered,VC_974_0,10,0.6448,1.0,4.2025412360644205,0.6448,1.0
MN234214,preVC_1199,Clustered,VC_1199_0,21,0.988,1.0,5.321799781313129,0.988,1.0
MN234215,preVC_944,Clustered,VC_944_0,39,0.909,1.0,6.29867221202118,0.909,1.0
MN234216,,Singleton,,,,,,,
MN234217,preVC_890,Clustered,VC_890_0,11,0.9746,1.0,2.0677520834287946,0.9746,1.0
MN234218,,Overlap (VC_573/VC_605),,,,,,,
MN234219,preVC_794,Clustered,VC_794_0,9,0.0885,1.0,5.534085090715931,0.0885,1.0
MN234220,preVC_623,Clustered,VC_623_0,16,0.6965,1.0,4.0896406596841155,0.6965,1.0
MN234221,preVC_1196,Clustered,VC_1196_0,25,0.7343,1.0,5.4290096680777795,0.7343,1.0
MN234222,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MN234223,preVC_554,Clustered,VC_554_0,38,0.9786,1.0,2.4949291163713956,0.9786,1.0
MN234224,preVC_890,Clustered,VC_890_0,11,0.9746,1.0,2.0677520834287946,0.9746,1.0
MN234225,preVC_553,Clustered,VC_553_0,32,0.9194,1.0,1.0539595707185996,0.9194,1.0
MN234226,preVC_246,Clustered,VC_246_1,4,0.0293,0.99997172,5.503259963581523,0.0293,1.0
MN234227,preVC_616,Clustered,VC_616_0,20,0.7881,1.0,2.4073986844053334,0.7881,1.0
MN234228,preVC_919,Clustered,VC_919_0,28,0.5629,1.0,3.931963860105313,0.5629,1.0
MN234229,,Overlap (VC_1197/VC_1198),,,,,,,
MN234230,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
MN234231,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
MN234232,preVC_623,Clustered,VC_623_0,16,0.6965,1.0,4.0896406596841155,0.6965,1.0
MN234233,preVC_1229,Clustered,VC_1229_0,4,0.8667,0.99999839,0.0,0.8667,1.0
MN234234,preVC_1096,Clustered,VC_1096_0,19,0.8917,1.0,3.0465593183190767,0.8917,1.0
MN234235,preVC_230,Clustered,VC_230_0,32,0.8457,1.0,5.824376535695499,0.8457,0.996
MN234236,preVC_566,Clustered,VC_566_0,6,0.1321,1.0,6.184390811242484,0.1321,1.0
MN241318,preVC_96,Clustered,VC_96_0,22,0.565,1.0,6.7585159564301005,0.565,1.0
MN252582,preVC_422,Clustered,VC_422_0,50,0.7899,1.0,5.142378075656804,0.7899,1.0
MN263053,preVC_182,Clustered,VC_182_0,5,0.7043,0.99998333,2.2348175782978084,0.7043,1.0
MN266305,,Outlier,,,,,,,
MN270258,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270259,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270260,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270261,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270262,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270263,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270264,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270265,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270266,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270267,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270268,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270269,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270270,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270271,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270272,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270273,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270274,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270275,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270276,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270277,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270278,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270279,preVC_673,Clustered,VC_673_0,36,0.5575,1.0,6.226609607789498,0.5575,0.9254
MN270887,preVC_121,Clustered,VC_121_0,38,0.8845,1.0,4.511141950863469,0.8845,1.0
MN270888,preVC_121,Clustered,VC_121_0,38,0.8845,1.0,4.511141950863469,0.8845,1.0
MN270889,,Overlap (VC_523/VC_524/VC_526),,,,,,,
MN270890,,Overlap (VC_523/VC_524/VC_526),,,,,,,
MN270891,preVC_336,Clustered,VC_336_0,4,0.1104,0.99997553,4.0113423162108335,0.1104,1.0
MN270892,preVC_336,Clustered,VC_336_0,4,0.1104,0.99997553,4.0113423162108335,0.1104,1.0
MN271656,preVC_121,Clustered,VC_121_0,38,0.8845,1.0,4.511141950863469,0.8845,1.0
MN276049,preVC_733,Clustered,VC_733_0,2,0.1287,0.90656663,8.831760866327848,0.1166,1.0
MN276192,preVC_610,Clustered/Singleton,VC_610_45,1,0.0,0.0,0,0.0,1.0
MN284892,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MN284893,preVC_606,Clustered,VC_606_1,9,0.185,1.0,5.225504196652636,0.185,1.0
MN284894,preVC_1252,Clustered,VC_1252_0,20,1.0,0.0,4.180310923087538,0.0,1.0
MN284895,preVC_242,Clustered,VC_242_2,8,0.1087,1.0,5.916934596687327,0.1087,1.0
MN284896,preVC_834,Clustered,VC_834_0,30,0.9746,1.0,5.626742697458209,0.9746,0.9931
MN284897,preVC_1198,Clustered,VC_1198_0,18,0.8312,1.0,4.389682945846282,0.8312,1.0
MN284898,preVC_795,Clustered,VC_795_0,19,0.9751,1.0,3.8855703705197397,0.9751,1.0
MN284899,preVC_1010,Clustered,VC_1010_1,33,0.5535,1.0,4.35418538956075,0.5535,1.0
MN284900,preVC_560,Clustered,VC_560_0,75,0.9398,1.0,5.391772632812681,0.9398,1.0
MN284901,preVC_1203,Clustered,VC_1203_0,28,0.5384,1.0,6.123123325661027,0.5384,1.0
MN284902,preVC_1196,Clustered,VC_1196_0,25,0.7343,1.0,5.4290096680777795,0.7343,1.0
MN284903,,Outlier,,,,,,,
MN284904,preVC_834,Clustered,VC_834_0,30,0.9746,1.0,5.626742697458209,0.9746,0.9931
MN284905,,Overlap (VC_564/VC_565),,,,,,,
MN284906,preVC_944,Clustered,VC_944_0,39,0.909,1.0,6.29867221202118,0.909,1.0
MN284907,preVC_1213,Clustered,VC_1213_0,25,0.9546,1.0,5.378384628965113,0.9546,1.0
MN284908,preVC_616,Clustered,VC_616_0,20,0.7881,1.0,2.4073986844053334,0.7881,1.0
MN294712,preVC_732,Clustered,VC_732_0,72,0.9323,1.0,4.546585647638638,0.9323,1.0
MN296515,preVC_626,Clustered,VC_626_0,35,0.8885,1.0,4.058915704629281,0.8885,1.0
MN304941,preVC_156,Clustered,VC_156_8,17,0.0873,1.0,6.937178876864678,0.0873,0.8456
MN308080,preVC_427,Clustered,VC_427_0,5,0.1026,0.99999995,3.566792337659378,0.1026,1.0
MN310541,preVC_226,Clustered,VC_226_0,4,0.0705,0.99997601,6.244461309283817,0.0705,1.0
MN310542,preVC_230,Clustered,VC_230_0,32,0.8457,1.0,5.824376535695499,0.8457,0.996
MN310543,preVC_1203,Clustered,VC_1203_0,28,0.5384,1.0,6.123123325661027,0.5384,1.0
MN310544,preVC_595,Clustered/Singleton,VC_595_80,1,0.0,0.0,0,0.0,1.0
MN310545,preVC_595,Clustered/Singleton,VC_595_82,1,0.0,0.0,0,0.0,1.0
MN310546,preVC_1392,Clustered,VC_1392_0,31,0.879,1.0,5.078668170300944,0.879,1.0
MN310547,preVC_227,Clustered,VC_227_0,22,0.7645,1.0,3.061998541899162,0.7645,1.0
MN310548,preVC_595,Clustered/Singleton,VC_595_11,1,0.0,0.0,0,0.0,1.0
MN310549,preVC_944,Clustered,VC_944_0,39,0.909,1.0,6.29867221202118,0.909,1.0
MN311487,,Overlap (VC_1089/VC_1388),,,,,,,
MN311488,preVC_1087,Clustered,VC_1087_0,32,0.7803,1.0,0.4453517022232426,0.7803,1.0
MN311489,preVC_1087,Clustered,VC_1087_0,32,0.7803,1.0,0.4453517022232426,0.7803,1.0
MN311490,preVC_1087,Clustered,VC_1087_0,32,0.7803,1.0,0.4453517022232426,0.7803,1.0
MN311491,preVC_1087,Clustered,VC_1087_0,32,0.7803,1.0,0.4453517022232426,0.7803,1.0
MN311492,,Overlap (VC_1089/VC_1388),,,,,,,
MN311493,preVC_1264,Clustered,VC_1264_0,48,0.9409,0.99999999,2.0790777416770503,0.9409,1.0
MN313256,preVC_684,Clustered,VC_684_0,5,0.6637,0.99999956,7.915611998373256,0.6637,1.0
MN316588,preVC_197,Clustered/Singleton,VC_197_13,1,0.0,0.0,0,0.0,1.0
MN317029,preVC_647,Clustered,VC_647_0,6,0.1793,1.0,3.924864783486794,0.1793,1.0
MN327636,preVC_427,Clustered,VC_427_0,5,0.1026,0.99999995,3.566792337659378,0.1026,1.0
MN329673,preVC_1122,Clustered,VC_1122_0,40,0.8669,1.0,5.662693448889126,0.8669,1.0
MN329674,preVC_966,Clustered,VC_966_0,16,1.0,0.0,2.9454668090213563,0.0,1.0
MN329675,preVC_1259,Clustered,VC_1259_0,44,1.0,0.0,5.723338491709047,0.0,1.0
MN329676,preVC_966,Clustered,VC_966_0,16,1.0,0.0,2.9454668090213563,0.0,1.0
MN329677,preVC_1122,Clustered,VC_1122_0,40,0.8669,1.0,5.662693448889126,0.8669,1.0
MN329678,preVC_798,Clustered,VC_798_0,134,1.0,0.0,6.05057101095043,0.0,1.0
MN329679,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MN334766,preVC_530,Clustered/Singleton,VC_530_3,1,0.0,0.0,0,0.0,1.0
MN335165,,Singleton,,,,,,,
MN335248,preVC_181,Clustered,VC_181_0,5,0.6764,0.99837866,2.726909002553108,0.6753,1.0
MN336261,preVC_156,Clustered,VC_156_15,67,0.4697,1.0,6.776235086781954,0.4697,0.7463
MN336262,preVC_156,Clustered,VC_156_15,67,0.4697,1.0,6.776235086781954,0.4697,0.7463
MN336263,preVC_156,Clustered,VC_156_15,67,0.4697,1.0,6.776235086781954,0.4697,0.7463
MN336264,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MN336265,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MN336266,preVC_677,Clustered,VC_677_0,105,0.6384,1.0,7.941440698079007,0.6384,0.8868
MN337573,preVC_626,Clustered,VC_626_0,35,0.8885,1.0,4.058915704629281,0.8885,1.0
MN337887,preVC_722,Clustered,VC_722_0,50,0.9568,1.0,2.6912933067035056,0.9568,1.0
MN340231,preVC_34,Clustered,VC_34_1,17,0.2042,1.0,8.305755436865242,0.2042,0.8309
MN342150,preVC_143,Clustered,VC_143_33,11,0.0754,1.0,7.436998230320354,0.0754,0.9273
MN342151,preVC_335,Clustered,VC_335_0,22,0.4833,1.0,4.656660370819571,0.4833,1.0
MN342247,preVC_626,Clustered,VC_626_0,35,0.8885,1.0,4.058915704629281,0.8885,1.0
MN364664,preVC_191,Clustered/Singleton,VC_191_3,1,0.0,0.0,0,0.0,1.0
MN369737,preVC_1261,Clustered,VC_1261_0,83,0.797,1.0,6.600110338631159,0.797,0.9988
MN369738,preVC_376,Clustered/Singleton,VC_376_1,1,0.0,0.0,0,0.0,1.0
MN369739,preVC_595,Clustered/Singleton,VC_595_23,1,0.0,0.0,0,0.0,1.0
MN369740,preVC_978,Clustered,VC_978_0,41,0.9461,1.0,6.928177666717994,0.9461,0.9976
MN369741,preVC_230,Clustered,VC_230_0,32,0.8457,1.0,5.824376535695499,0.8457,0.996
MN369742,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
MN369743,preVC_1092,Clustered,VC_1092_3,16,0.2376,1.0,7.301767510474989,0.2376,0.9917
MN369744,preVC_376,Clustered,VC_376_6,65,0.2111,1.0,8.721632529217578,0.2111,0.5933
MN369745,preVC_1368,Clustered,VC_1368_0,78,0.9736,1.0,3.70968565153007,0.9736,1.0
MN369746,preVC_246,Clustered,VC_246_0,72,0.8097,1.0,6.056086340014308,0.8097,1.0
MN369747,preVC_1392,Clustered,VC_1392_0,31,0.879,1.0,5.078668170300944,0.879,1.0
MN369748,,Overlap (VC_224/VC_230),,,,,,,
MN369749,preVC_595,Clustered,VC_595_9,2,0.0101,0.91525609,7.280109889280518,0.0092,1.0
MN369750,preVC_1092,Clustered,VC_1092_0,20,0.3307,1.0,6.295607125996871,0.3307,0.9895
MN369751,preVC_595,Clustered,VC_595_47,2,0.0153,0.91525589,1.4142135623730951,0.014,1.0
MN369752,preVC_595,Clustered,VC_595_33,2,0.009,0.9153109,9.0,0.0082,0.0
MN369753,preVC_801,Clustered,VC_801_0,35,0.9194,1.0,6.568136935159096,0.9194,1.0
MN369754,preVC_1094,Clustered,VC_1094_4,4,0.0727,0.99913119,6.773780638616352,0.0727,1.0
